code,description,marca,price_distributor,price_distributor_with_ipi,price_final,price_final_with_ipi,priceresale,priceresalewithipi
OEM-Y1977D,BRAÇADEIRA / MANGUITO NEONATAL 4 01 TUBO (7-14 CM),,0.00,0.00,0.00,0.00,,
OEM-Y3810D,BRAÇADEIRA / MANGUITO NEONATAL 4 01 TUBO (7-14 CM) HYLINK,,13.79,13.97,13.79,13.97,,
OEM-Y1978D,BRAÇADEIRA / MANGUITO NEONATAL 4 02 TUBOS (7-14 CM),,22.32,22.61,27.90,28.26,,
OEM-Y1977E,BRAÇADEIRA / MANGUITO NEONATAL 5 01 TUBO (8-15 CM),,20.81,21.08,26.01,26.35,,
OEM-Y3810E,BRAÇADEIRA / MANGUITO NEONATAL 5 01 TUBO (8-15 CM) HYLINK,,13.79,13.97,13.79,13.97,,
OEM-Y1978E,BRAÇADEIRA / MANGUITO NEONATAL 5 02 TUBOS (8-15 CM),,22.29,22.58,27.86,28.22,,
OEM-Y1951A,BRAÇADEIRA / MANGUITO NEONATAL REUTILIZAVEL 01 TUBO SOFT CONFORT (7-11 CM),,29.48,29.87,36.85,37.33,,
OEM-Y1951B,BRAÇADEIRA / MANGUITO NEONATAL REUTILIZAVEL 02 TUBOS SOFT CONFORT (7-11 CM),,30.31,30.71,37.89,38.39,,
OEM-Y1976A,BRAÇADEIRA / MANGUITO OBESO I REUTILIZAVEL 01 TUBO SOFT CONFORT (34-43 CM),,0.00,0.00,0.00,0.00,,
Y000DT1/OEM-Y1963A,BRAÇADEIRA / MANGUITO OBESO II DESCARTAVEL 01 TUBO,,29.24,29.62,36.55,37.02,,
OEM-Y1976C,BRAÇADEIRA / MANGUITO OBESO II REUTILIZAVEL 01 TUBO SOFT CONFORT (42-54 CM),,110.48,111.92,122.76,124.36,,
OEM-Y1976J,BRAÇADEIRA / MANGUITO OBESO II REUTILIZAVEL 02 TUBOS SOFT CONFORT (42-54 CM),,74.92,75.90,93.65,94.87,,
PNI11,BRAÇADEIRA / MANGUITO OBESO II REUTILIZAVEL SOFT CONFORT (42-54 CM) SEM BEXIGA,,26.48,26.82,26.48,26.82,,
OEM-Y1976E,BRAÇADEIRA / MANGUITO PEDIATRICO REUTILIZAVEL 01 TUBO SOFT CONFORT (14-21 CM),,49.91,50.56,62.39,63.20,,
OEM-Y1976M,BRAÇADEIRA / MANGUITO PEDIATRICO REUTILIZAVEL 02 TUBOS SOFT CONFORT (14-21 CM),,57.53,58.28,63.92,64.75,,
PNI06,BRAÇADEIRA ADULTO REUTILIZAVEL SOFT CONFORT SEM BEXIGA,,12.62,12.78,12.62,12.78,,
SL0008B,"MANGUEIRA EXTENSORA PNI DUPLA 2,5 M",,54.32,55.02,67.90,68.78,,
YA14A06-10,MANGUEIRA EXTENSORA PNI 01 TUBO COMPATÍVEL 5P,,119.35,120.90,149.19,151.13,,
YA06A06-10,MANGUEIRA EXTENSORA PNI 01 TUBO COMPATÍVEL MINDRAY,,0.00,0.00,0.00,0.00,,
YA80A06-10,MANGUEIRA EXTENSORA PNI 01 TUBO COMPATÍVEL PHILIPS,,107.59,108.98,119.54,121.09,,
YA25A06-10,MANGUEIRA EXTENSORA PNI 01 TUBO COMPATÍVEL PHILIPS MINDRAY PROLIFE,,148.22,150.14,164.69,166.83,,
YA29A06-08,MANGUEIRA EXTENSORA PNI 01 TUBO COMPATÍVEL SIEMENS DRAGER,,189.91,192.38,211.01,213.76,,
11996-000033,MANGUEIRA EXTENSORA PNI 01 TUBO LIFEPAK 12,,629.33,662.06,786.67,827.58,,
YA03A106-10,MANGUEIRA EXTENSORA PNI 01 TUBO NEONATAL COMPATÍVEL MINDRAY,,154.45,156.46,154.45,156.46,,
YA23A12-12,MANGUEIRA EXTENSORA PNI 02 TUBOS ADT / PDT COMPATÍVEL GE - A23/A12,,128.89,130.56,128.89,130.56,,
YA24A109-12,MANGUEIRA EXTENSORA PNI 02 TUBOS ADT / PDT COMPATÍVEL GE - A24/A109,,125.79,127.43,125.79,127.43,,
YA40A12-12,MANGUEIRA EXTENSORA PNI 02 TUBOS ADT / PDT COMPATÍVEL GE - A40/A12,,154.06,156.06,154.06,156.06,,
YA22A12-12,MANGUEIRA EXTENSORA PNI 02 TUBOS ADT / PDT COMPATÍVEL GE DATEX,,122.54,124.13,122.54,124.13,,
YA28A11-08,MANGUEIRA EXTENSORA PNI 02 TUBOS ADT / PDT COMPATÍVEL NIHON KOHDEN,,228.75,231.73,228.75,231.73,,
YA54A11-10,MANGUEIRA EXTENSORA PNI 02 TUBOS ADT / PDT COMPATÍVEL NIHON KOHDEN,,143.53,145.39,143.53,145.39,,
YA23A16-08,MANGUEIRA EXTENSORA PNI 02 TUBOS NEONATAL COMPATÍVEL GE,,203.41,206.05,226.01,228.95,,
YA22A16-08,MANGUEIRA EXTENSORA PNI 02 TUBOS NEONATAL COMPATÍVEL GE DIXTAL,,132.82,134.55,132.82,134.55,,
SL0008A,"MANGUEIRA EXTENSORA PNI SIMPLES 2,5 M",,48.99,49.63,61.24,62.04,,
11171-000016,CABO EXTENSOR DE OXIMETRIA MASIMO LNC LNCS-10,,1264.52,1330.28,1264.52,1330.28,,
3201655-018,CABO EXTENSOR DE OXIMETRIA MASIMO LNCS LNC-4,,1037.82,1091.78,1037.82,1091.78,,
1005,CABO EXTENSOR DE OXIMETRIA MASIMO PC SERIES,,620.42,628.49,620.42,628.49,,
11171-000037,CABO EXTENSOR DE OXIMETRIA MASIMO RAINBOW RC-4,,1341.94,1411.72,1341.94,1411.72,,
S0111BC-L,CABO EXTENSOR OXIMETRIA COMPATIVEL BCI REDEL,,74.82,75.80,74.82,75.80,,
S0568OX-L,CABO EXTENSOR OXIMETRIA COMPATIVEL COMEN OXIMAX,,133.49,135.22,133.49,135.22,,
SPO204,CABO EXTENSOR OXIMETRIA COMPATIVEL DIXTAL 6 PINOS,,92.22,93.42,92.22,93.42,,
S0072OX-L,CABO EXTENSOR OXIMETRIA COMPATIVEL DRAGER OXIMAX,,90.13,91.30,90.13,91.30,,
S0072BC-L,CABO EXTENSOR OXIMETRIA COMPATIVEL DRAGER OXISMART,,84.36,85.45,84.36,85.45,,
S0025MA-L,CABO EXTENSOR OXIMETRIA COMPATIVEL GE MASIMO LNOP,,199.96,202.56,222.18,225.07,,
S0025CO-L,CABO EXTENSOR OXIMETRIA COMPATIVEL GE OXISMART,,142.51,144.36,142.51,144.36,,
S0125CO-L,CABO EXTENSOR OXIMETRIA COMPATIVEL MINDRAY BENEVIEW IMEC IPM BENEHEART,,177.76,180.07,222.20,225.09,,
S0126OX-L,CABO EXTENSOR OXIMETRIA COMPATIVEL MINDRAY IMEC 10 T5 T8,,0.00,0.00,0.00,0.00,,
S0013CO-L,CABO EXTENSOR OXIMETRIA COMPATIVEL MINDRAY MASIMO,,105.56,106.93,105.56,106.93,,
S0040NE-L,CABO EXTENSOR OXIMETRIA COMPATIVEL MINDRAY MEC1000 / PM9000,,70.10,71.01,70.10,71.01,,
S0001NE-L,CABO EXTENSOR OXIMETRIA COMPATIVEL NELLCOR MC10,,106.89,108.28,106.89,108.28,,
S0117OX-L,CABO EXTENSOR OXIMETRIA COMPATIVEL NELLCOR OXITECH,,143.51,145.37,179.38,181.72,,
S0122OX-L,CABO EXTENSOR OXIMETRIA COMPATIVEL NELLCOR OXITECH GE,,219.25,222.10,219.25,222.10,,
SPO205,CINTA DE SILICONE PARA FIXACAO SENSOR OXIMETRIA Y,,54.42,55.13,68.02,68.91,,
S0020J-S,SENSOR OXIM DESCART ADT COMPATIVEL MASIMO LNOP ADT,,18.10,18.33,18.10,18.33,,
S0026J-LP,SENSOR OXIM DESCART ADT COMPATIVEL NELLCOR OXITECH MAX A,,31.67,32.08,31.67,32.08,,
13122,SENSOR OXIM DESCART ADT MASIMO LNCS ADTX,,87.31,91.85,87.31,91.85,,
11171-000039,SENSOR OXIM DESCART ADT MASIMO M LNCS ADTX,,90.54,95.25,90.54,95.25,,
S0442M-LP,SENSOR OXIM DESCART ADT NEO COMPATIVEL MASIMO LNCS,,84.67,85.77,94.08,95.30,,
13382,SENSOR OXIM DESCART NEONATAL MASIMO LNOP NEO L,,73.89,77.73,73.89,77.73,,
S0026M-LP,SENSOR OXIM DESCART NEONATAL/ADT COMPATIVEL NELLCOR OXITECH MAX N,,49.26,49.90,61.57,62.37,,
LNOP-PDT/S0020K-S,SENSOR OXIM DESCART PDT COMPATIVEL MASIMO LNOP PDT,,82.49,83.57,82.49,83.57,,
13123,SENSOR OXIM DESCART PDT MASIMO LNCS PDTX,,99.16,104.32,99.16,104.32,,
S0076B-S,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL BCI DB9 CABO CURTO,,180.37,182.71,225.46,228.39,,
S0076B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL BCI DB9 CABO LONGO,,207.51,210.21,259.39,262.76,,
S0111B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL BCI REDEL,,109.71,111.14,109.71,111.14,,
932175154,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL BIOLIGHT,,252.07,255.35,315.09,319.19,,
S0045B-L/S0165B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL BIOLIGHT 9 PINOS,,184.99,187.40,184.99,187.40,,
S0029B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL BIOLIGHT REDEL 5 PINOS,,182.33,184.70,182.33,184.70,,
S0121B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL BIONET,,215.02,217.82,215.02,217.82,,
S0084B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL BIONET REDEL,,171.54,173.77,171.54,173.77,,
S0012B-L/S0530B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL COMEN,,282.22,285.89,313.58,317.66,,
S0066B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL COMEN,,200.16,202.76,250.20,253.45,,
635175684,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL COMEN 12 PINOS,,293.47,297.29,326.08,330.32,,
S0155B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL CONTEC DIGITAL 5 PINOS,,293.98,297.80,293.98,297.80,,
S0108B-S,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL CREATIVE DB9 CABO CURTO,,356.78,361.42,356.78,361.42,,
S0044B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL CRITICARE DB9,,252.92,256.21,281.03,284.68,,
S0100B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL CRITICARE LEMO,,337.23,341.62,374.70,379.57,,
S0052B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL DATASCOPE,,231.07,234.07,231.07,234.07,,
S0036B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL DATEX,,137.98,139.77,137.98,139.77,,
S0446B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL DIXTAL 7 PINOS,,227.78,230.74,253.09,256.38,,
S0128B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL GE DATEX OHMEDA,,280.84,284.49,280.84,284.49,,
S0002B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL GE MARQUETTE NELLCOR,,194.20,196.72,242.75,245.91,,
S0025B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL GE MASIMO,,200.13,202.73,200.13,202.73,,
S0122B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL GE OXITECH,,205.93,208.60,205.93,208.60,,
603112054/S0122B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL GE OXITECH B650 DASH 2500,,237.51,240.60,237.51,240.60,,
S0108B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL GENERAL MEDITECH GMI,,284.89,288.60,284.89,288.60,,
S0442B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL MASIM LNCS 3M,,363.23,367.95,363.23,367.95,,
S0020B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL MASIM MINI D RIBBON,,184.69,187.09,184.69,187.09,,
S0153B-S,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL MASIMO LNCS DB9,,103.23,104.58,103.23,104.58,,
S0040B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL MINDRAY REDEL 6 PINOS,,209.40,212.12,232.67,235.69,,
S0125B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL MINDRAY UMEC,,236.86,239.94,263.17,266.59,,
S0134B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL MINDRAY VS800 MASIMO,,266.23,269.69,266.23,269.69,,
S0010B-S,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL NELLCOR DB9 CABO CURTO,,146.33,148.23,182.91,185.29,,
S0010B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL NELLCOR DB9 CABO LONGO,,154.10,156.11,154.10,156.11,,
S0001B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL NELLCOR MINI D RIBBON,,146.28,148.18,146.28,148.18,,
S0026B-S,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL NELLCOR OXITECH DB9 CABO CURTO,,206.26,208.94,257.82,261.17,,
S0026B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL NELLCOR OXITECH DB9 CABO LONGO,,283.62,287.31,315.14,319.23,,
S0117B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL NELLCOR OXITECH M RIBBON,,260.32,263.71,260.32,263.71,,
S0069B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL NIHON KOHDEN (047/442),,184.73,187.14,184.73,187.14,,
S0005B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL NIHON KOHDEN (214/586),,263.75,267.18,329.68,333.97,,
S0014B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL OHMEDA,,236.96,240.04,296.20,300.06,,
S0079B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL PALCO,,160.33,162.42,160.33,162.42,,
S0003B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL PHILIPS 12 PINOS,,168.19,170.38,210.24,212.97,,
S0015B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL PHILIPS 8 PINOS,,213.28,216.05,236.97,240.05,,
S0078B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL SIEMENS,,263.70,267.13,263.70,267.13,,
S0072B-L,SENSOR OXIM REUTIL ADT CLIP COMPATIVEL SIEMENS DRAGER,,294.95,298.78,294.95,298.78,,
1560,SENSOR OXIM REUTIL ADT CLIP MASIMO LNOP DC 195,,544.23,551.30,544.23,551.30,,
OMEB0038,SENSOR OXIM REUTIL ADT CLIP TECNOLOGIA 5P OMNIMED,,220.41,223.28,244.90,248.09,,
OEM-S1530C,SENSOR OXIM REUTIL ADT CLIP TECNOLOGIA 6P,,205.39,208.06,205.39,208.06,,
SPO212,SENSOR OXIM REUTIL ADT CLIP TECNOLOGIA DIGITAL 07 PINOS OMNIMED,,181.23,183.58,181.23,183.58,,
11171-000017,SENSOR OXIM REUTIL ADT MASIMO LNCS DCI,,1589.87,1672.54,1589.87,1672.54,,
S0076D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL BCI DB9 CABO LONGO,,191.38,193.87,239.22,242.33,,
S0111D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL BCI REDEL,,117.02,118.54,117.02,118.54,,
S0029D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL BIOLIGHT - REDEL 5 PINOS,,134.91,136.67,134.91,136.67,,
S0155D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL CONTEC DIGITAL 5 PINOS,,156.04,158.07,156.04,158.07,,
S0100D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL CRITICARE LEMO,,240.50,243.63,240.50,243.63,,
S0036D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL DATEX,,117.02,118.54,117.02,118.54,,
S0062D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL DIXTAL 6 PINOS,,99.27,100.56,99.27,100.56,,
S0062D-L,/ S0446D-L SENSOR OXIM REUTIL ADT SOFT COMPATIVEL DIXTAL 7 PINOS,,228.43,231.40,228.43,231.40,,
S0128D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL GE DATEX OHMEDA,,201.13,203.75,201.13,203.75,,
S0002D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL GE MARQUETTE NELLCOR,,140.37,142.19,140.37,142.19,,
S0122D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL GE MEDICAL OXITECH,,285.29,289.00,285.29,289.00,,
S0205D-L/,S0122D-L SENSOR OXIM REUTIL ADT SOFT COMPATIVEL GE OXITECH B650 DASH 2500,,246.70,249.91,246.70,249.91,,
S0108D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL GENERAL MEDITECH GMI,,156.04,158.07,156.04,158.07,,
S0442D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL MASIM LNCS 3M,,425.16,430.69,425.16,430.69,,
S0020D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL MASIM MINI D RIBBON,,200.08,202.68,200.08,202.68,,
S0040D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL MINDRAY REDEL 6 PINOS,,230.81,233.81,230.81,233.81,,
S0125D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL MINDRAY UMEC,,183.60,185.99,183.60,185.99,,
S0010D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL NELLCOR DB9 CABO LONGO,,247.38,250.60,274.87,278.44,,
S0001D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL NELLCOR MINI D RIBBON,,164.56,166.70,164.56,166.70,,
S0026D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL NELLCOR OXITECH DB9 CABO LONGO,,224.26,227.17,280.32,283.96,,
S0117D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL NELLCOR OXITECH M RIBBON,,266.16,269.62,266.16,269.62,,
S0014D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL OHMEDA,,171.02,173.25,171.02,173.25,,
S0079D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL PALCO,,171.02,173.25,171.02,173.25,,
S0003D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL PHILIPS 12 PINOS,,117.02,118.54,117.02,118.54,,
S0015D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL PHILIPS 8 PINOS,,250.23,253.49,278.04,281.65,,
S0072D-L,SENSOR OXIM REUTIL ADT SOFT COMPATIVEL SIEMENS DRAGER,,205.85,208.52,205.85,208.52,,
OEM-S1530B,SENSOR OXIM REUTIL ADT SOFT TECNOLOGIA 6P,,215.93,218.74,215.93,218.74,,
SPO213,SENSOR OXIM REUTIL ADT SOFT TECNOLOGIA DIGITAL 07 PINOS OMNIMED,,235.11,238.16,261.23,264.63,,
S0052H-L,SENSOR OXIM REUTIL CLIP DE ORELHA COMPATIVEL DATASCOPE,,236.60,239.68,236.60,239.68,,
S0117G-L,SENSOR OXIM REUTIL CLIP DE ORELHA COMPATIVEL NELLCOR OXITECH M RIBBON,,300.66,304.57,300.66,304.57,,
S0111C-L,SENSOR OXIM REUTIL PDT CLIP COMPATIVEL BCI REDEL,,238.42,241.52,238.42,241.52,,
S0062C-L,SENSOR OXIM REUTIL PDT CLIP COMPATIVEL DIXTAL 6 PINOS,,175.34,177.62,194.83,197.36,,
S0062C-L,/ S0446C-L SENSOR OXIM REUTIL PDT CLIP COMPATIVEL DIXTAL 7 PINOS,,227.32,230.27,227.32,230.27,,
S0020C-L,SENSOR OXIM REUTIL PDT CLIP COMPATIVEL MASIM MINI D RIBBON,,310.67,314.71,310.67,314.71,,
S0125C-L,SENSOR OXIM REUTIL PDT CLIP COMPATIVEL MINDRAY UMEC,,296.89,300.75,296.89,300.75,,
S0010C-L,SENSOR OXIM REUTIL PDT CLIP COMPATIVEL NELLCOR DB9 CABO LONGO,,303.08,307.02,303.08,307.02,,
S0001C-L,SENSOR OXIM REUTIL PDT CLIP COMPATIVEL NELLCOR MINI D RIBBON,,237.72,240.81,237.72,240.81,,
S0117C-L,SENSOR OXIM REUTIL PDT CLIP COMPATIVEL NELLCOR OXITECH M RIBBON,,224.82,227.74,224.82,227.74,,
S0079C-L,SENSOR OXIM REUTIL PDT CLIP COMPATIVEL PALCO,,177.37,179.68,177.37,179.68,,
S0003C-L,SENSOR OXIM REUTIL PDT CLIP COMPATIVEL PHILIPS 12 PINOS,,149.88,151.83,149.88,151.83,,
OMEC0068,SENSOR OXIM REUTIL PDT CLIP TECNOLOGIA 6P,,142.37,144.22,142.37,144.22,,
SPO216,SENSOR OXIM REUTIL PDT CLIP TECNOLOGIA DIGITAL 07 PINOS OMNIMED,,144.00,145.87,144.00,145.87,,
11171-000018,SENSOR OXIM REUTIL PDT MASIMO LNCS DCI-P,,1516.42,1595.28,1516.42,1595.28,,
1276,SENSOR OXIM REUTIL PDT MASIMO LNOP DCIP,,1440.00,1458.72,1440.00,1458.72,,
S0111E-L,SENSOR OXIM REUTIL PDT SOFT COMPATIVEL BCI REDEL,,157.72,159.77,157.72,159.77,,
S0062E-L,SENSOR OXIM REUTIL PDT SOFT COMPATIVEL DIXTAL 6 PINOS,,157.72,159.77,157.72,159.77,,
S0020E-L,SENSOR OXIM REUTIL PDT SOFT COMPATIVEL MASIM MINI D RIBBON,,249.80,253.05,249.80,253.05,,
S0026E-S,SENSOR OXIM REUTIL PDT SOFT COMPATIVEL NELLCOR OXITECH DB9 CABO CURTO,,255.46,258.79,255.46,258.79,,
S0117E-L,SENSOR OXIM REUTIL PDT SOFT COMPATIVEL NELLCOR OXITECH M RIBBON,,296.04,299.89,296.04,299.89,,
S0014E-L,SENSOR OXIM REUTIL PDT SOFT COMPATIVEL OHMEDA,,159.87,161.95,159.87,161.95,,
S0079P-L,SENSOR OXIM REUTIL PDT SOFT COMPATIVEL PALCO,,242.47,245.63,242.47,245.63,,
S0003E-L,SENSOR OXIM REUTIL PDT SOFT COMPATIVEL PHILIPS 12 PINOS,,242.47,245.63,242.47,245.63,,
A-212,SENSOR OXIM REUTIL PDT SOFT TECNOL 6P,,215.93,218.74,215.93,218.74,,
S0076I-S,SENSOR OXIM REUTIL TIPO Y COMPATIVEL BCI DB9 CABO CURTO,,263.10,266.52,292.34,296.14,,
S0076F-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL BCI DB9 CABO LONGO,,159.87,161.95,159.87,161.95,,
S0076I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL BCI DB9 CABO LONGO,,163.48,165.60,163.48,165.60,,
S0111F-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL BCI REDEL,,157.72,159.77,157.72,159.77,,
S0515I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL BIOLIGHT,,271.91,275.45,339.89,344.31,,
S0029F-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL BIOLIGHT - REDEL 5 PINOS,,191.27,193.76,191.27,193.76,,
S0045I-L/S0165I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL BIOLIGHT 9 PINOS,,338.18,342.57,375.75,380.64,,
S0084I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL BIONET REDEL,,203.86,206.51,226.51,229.46,,
S0007I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL CHOICE,,317.07,321.19,317.07,321.19,,
S0012F-L/S0530F-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL COMEN,,182.97,185.35,182.97,185.35,,
S0066I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL COMEN,,139.28,141.09,139.28,141.09,,
631195684,SENSOR OXIM REUTIL TIPO Y COMPATIVEL COMEN 12 PINOS,,264.37,267.81,330.46,334.76,,
S0155I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL CONTEC DIGITAL 5 PINOS,,221.23,224.11,221.23,224.11,,
S0108F-S,SENSOR OXIM REUTIL TIPO Y COMPATIVEL CREATIVE DB9 CABO CURTO,,500.62,507.13,556.24,563.47,,
S0044F-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL CRITICARE DB9,,159.87,161.95,159.87,161.95,,
S0100F-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL CRITICARE LEMO,,340.98,345.41,340.98,345.41,,
S0036F-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL DATEX,,134.14,135.88,134.14,135.88,,
S0446I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL DIXTAL 7 PINOS,,227.06,230.02,252.29,255.57,,
S0128I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL GE DATEX OHMEDA,,268.19,271.67,268.19,271.67,,
S0002I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL GE MARQUETTE NELLCOR,,230.20,233.20,287.75,291.50,,
S0122I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL GE OXITECH,,188.02,190.46,188.02,190.46,,
S0108I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL GENERAL MEDITECH GMI,,292.51,296.31,292.51,296.31,,
S0020I-L/S0442I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL MASIM LNCS 3M,,228.72,231.69,228.72,231.69,,
S0020F-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL MASIM MINI D RIBBON,,249.80,253.05,249.80,253.05,,
S0153I-S,SENSOR OXIM REUTIL TIPO Y COMPATIVEL MASIMO LNCS DB9,,186.14,188.56,206.82,209.51,,
S0040I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL MINDRAY REDEL 6 PINOS,,212.99,215.75,236.65,239.73,,
S0125I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL MINDRAY UMEC,,239.00,242.10,298.75,302.63,,
S0134I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL MINDRAY VS800 MASIMO,,207.23,209.92,207.23,209.92,,
S0010I-S,SENSOR OXIM REUTIL TIPO Y COMPATIVEL NELLCOR DB9 CABO CURTO,,244.02,247.19,271.13,274.65,,
S0010I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL NELLCOR DB9 CABO LONGO,,201.91,204.54,224.35,227.26,,
S0001E-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL NELLCOR MINI D RIBBON,,153.83,155.83,153.83,155.83,,
S0026I-S,SENSOR OXIM REUTIL TIPO Y COMPATIVEL NELLCOR OXITECH DB9 CABO CURTO,,254.91,258.23,283.24,286.92,,
S0026I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL NELLCOR OXITECH DB9 CABO LONGO,,264.45,267.89,293.84,297.65,,
S0117I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL NELLCOR OXITECH M RIBBON,,231.05,234.05,256.72,260.06,,
S0005I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL NIHON KOHDEN,,300.79,304.70,375.99,380.88,,
S0014F-L,SENSOR OXIM REUTIL TIPO Y COMPATÍVEL OHMEDA - S0014F-L,,244.13,247.30,271.25,274.78,,
S0014I-L,SENSOR OXIM REUTIL TIPO Y COMPATÍVEL OHMEDA - S0014I-L,,239.46,242.57,239.46,242.57,,
S0079F-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL PALCO,,177.37,179.68,177.37,179.68,,
S0003I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL PHILIPS 12 PINOS,,184.60,187.00,205.11,207.78,,
S0015I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL PHILIPS 8 PINOS,,243.47,246.63,243.47,246.63,,
